ID,Gender,Age,Height,Weight,Body Shape,bkgApose,nobkgApose,bkgStandardPose,nobkgStandardPose,bkgTpose,nobkgTpose,bkgFreePose,nobkgFreePose,MidNeckCircumference,NeckCircumference1,ShoulderWidth,SleeveCircumference,ArmLength-1,BicepsCircumference,WristCircumference,BreastCircumference,UpperBreastCircumference,LowerBreastCircumference,WaistCircumference1,AbodomenCircumference,CoxaCircumference,HipCircumference,ThighCircumference,CalfCircumference,LegLength-1,FrontNeck2HipLength-1,BackNeck2HipLength-1,NeckCircumference-2,ArmLength-2,WaistCircumference-2,LegLength-2,FrontNeck2HipLength-2,BackNeck2HipLength-2,HeightOfChest,DistanceOfChest,NapeToWaist,Knee circumference,WidthOfBack,Coxa2HipBottom,UpperHipCircumference
433,female,39,162,62.2,triangle,2593-0490_1.png,360-0490_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,38,43,51,57.2,31,19.5,93,90.5,79,80.5,89,95,101,51.5,37,86.5,67,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
434,female,39,159,55.35,rectangle,2594-0491_1.png,361-0491_1.png,NaN,NaN,NaN,NaN,NaN,NaN,31.2,38,41,40,56.8,25.1,16,91.2,88,75.5,72.5,80.5,89,91.5,49.5,36.7,91.2,62.5,54.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
435,female,36,160.5,78.75,rectangle,2595-0492_1.png,362-0492_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35.5,39,41.5,56.6,59.6,33,16.2,108.9,106.2,101.2,104.5,107.5,112.8,110,56.1,38.2,93.4,59.6,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
436,male,53,180,66.45,NaN,2596-0493_1.png,363-0493_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,47,40.5,50,61.4,26.5,17,87.5,90,NaN,78.2,78,89,92.8,51.5,34.2,100.1,68,67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
437,female,48,156,56.5,triangle,2597-0494_1.png,364-0494_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33.4,39,39,50,51.5,30,15.2,87,87.5,79,78,91.5,84.5,94.5,53.2,33.5,90.5,61.2,55.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
438,female,45,152,46.6,rectangle,2598-0495_1.png,365-0495_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,38,39,41.5,46.5,26,15,88.5,83,84,71,77,84.5,86.5,51,33.5,92,56,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
439,male,55,166,61.35,NaN,2599-0497_1.png,366-0497_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35.5,40,43,47,57.5,29,16,93.5,88,NaN,81.2,83.2,87,93,49,35,93.5,61.5,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
440,male,47,156.2,48.2,NaN,2600-0499_2.png,367-0499_2.png,NaN,NaN,NaN,NaN,NaN,NaN,34.5,39.5,44.5,44,51.5,25,16,83,85,NaN,73,82,85.5,86,46.5,32,92.5,56,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
441,male,38,173,69.7,NaN,2601-0501_2.png,369-0501_2.png,NaN,NaN,NaN,NaN,NaN,NaN,38,45,47,50,55,29.5,18,94,94.5,NaN,89.5,89.5,93,97,57,37.5,102,63.5,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
442,male,49,162,56.55,NaN,2602-0502_6.png,370-0502_6.png,NaN,NaN,NaN,NaN,NaN,NaN,34.5,40,38,42.5,56,26,16.5,90,93.5,NaN,78.6,83,84.5,84,45,34.2,90.5,61,60.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
443,male,47,161,56.15,NaN,2603-0503_3.png,371-0503_3.png,NaN,NaN,NaN,NaN,NaN,NaN,35,41,42,46.7,57.2,27,17,86.5,88.5,NaN,77,80,83.8,83,45,34.6,91.8,58.5,59.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
444,male,45,170.5,82.3,NaN,2604-0505_2.png,372-0505_2.png,NaN,NaN,NaN,NaN,NaN,NaN,41.8,45.7,45.5,49.7,55,34.8,17.5,102.2,104.8,NaN,95,102,96,101.5,54.3,43,89,70,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
445,female,48,165,81,rectangle,2605-0506_1.png,373-0506_1.png,NaN,NaN,NaN,NaN,NaN,NaN,39.5,43,42,57,52,34,18,110,106.5,97,96,105.5,106.5,105,58,41,96,70,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446,female,34,166,63.4,inverted triangle,2606-0507_2.png,374-0507_2.png,NaN,NaN,NaN,NaN,NaN,NaN,35,42,42,45.5,50.5,29,17,100,98,87,82,87.5,91.5,90,51,38,97,69,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
447,female,43,162,58.9,triangle,2607-0508_2.png,375-0508_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33.5,37.2,38.5,47,54,30.1,15.4,89.4,89.2,75.4,75.6,85,93,95,53.6,30.6,96.7,57.5,51.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
448,female,50,160,65.8,triangle,2608-0509_2.png,376-0509_2.png,NaN,NaN,NaN,NaN,NaN,NaN,38,45.5,44,45,50,31,19,91,90.5,88.5,81,83.5,95,100,58,36,94,62,59.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
449,male,47,172,68.4,NaN,2609-0511_2.png,377-0511_2.png,NaN,NaN,NaN,NaN,NaN,NaN,37.2,41.4,40.5,48.8,61.4,29,17.2,93.8,97,NaN,81,85.9,92.6,96.5,48,36.2,98.8,69,66.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
450,male,55,170.5,66,NaN,2610-0512_2.png,378-0512_2.png,NaN,NaN,NaN,NaN,NaN,NaN,37,41,45.5,52,55,26,18,91.5,92,NaN,86,87,96,98,57,41,101,62,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
451,male,55,164.5,66.8,NaN,2611-0513_4.png,379-0513_4.png,NaN,NaN,NaN,NaN,NaN,NaN,38,42.5,45,51,56.8,30.4,17.4,91,94.5,NaN,90,89,93.6,97,51,38,95,63.2,59.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
452,male,56,172.5,67.8,NaN,2612-0514_5.png,380-0514_5.png,NaN,NaN,NaN,NaN,NaN,NaN,36,39.5,47,49,59,28,16.5,93.5,98,NaN,84,86.5,95.5,96,54,38,103,72.5,67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
453,female,40,157,65.4,rectangle,2613-0515_1.jpg,381-0515_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,39,42,48,50,31,17,102,96,93,88,96,100,100,59,37.5,89,62,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
454,female,41,157.5,65,rectangle,2614-0516_2.png,382-0516_2.png,NaN,NaN,NaN,NaN,NaN,NaN,37,41,39,48,48,33,15,99,99,87,87,92,99,98,57,37,91,61,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
455,female,43,160,70.5,rectangle,2615-0517_2.png,383-0517_2.png,NaN,NaN,NaN,NaN,NaN,NaN,36.5,42,40,47.8,53.6,30,17,101.2,99,92,86,94,98.1,98,54.4,38.4,95.7,62.4,55.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
456,male,37,167,73,NaN,2616-0518_2.png,384-0518_2.png,NaN,NaN,NaN,NaN,NaN,NaN,39,45,46,50,52,31,19,104,107,NaN,90,94,96,98,55,37,91,66,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
457,male,48,165,61.8,NaN,2617-0519_1.png,385-0519_1.png,NaN,NaN,NaN,NaN,NaN,NaN,39,41,46,53,52,29,17,96,96,NaN,89,90,90,92,52.5,36,92,61,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
458,male,47,175.5,91.6,NaN,2618-0520_2.png,386-0520_2.png,NaN,NaN,NaN,NaN,NaN,NaN,44,48,49,59,53,33,20,106,107,NaN,98,107,103,109,59,45,99,69,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
459,male,46,173.5,77.1,NaN,2619-0521_3.png,387-0521_3.png,NaN,NaN,NaN,NaN,NaN,NaN,43,47,51,52,60,32,20,103,105,NaN,93,94,98,97,54,39,98,71,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
460,female,47,164.5,70,rectangle,2620-0522_3.png,388-0522_3.png,NaN,NaN,NaN,NaN,NaN,NaN,37,39,45.5,50,55,32,18,100,96,93,88,91,100,101,63,38.5,97,62,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
461,male,56,171.5,67.2,NaN,2621-0523_2.png,389-0523_2.png,NaN,NaN,NaN,NaN,NaN,NaN,38,44,46,49,54,31,18,96,98,NaN,85,87,92,94,54,39,98,65,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
462,male,49,176.5,100.95,NaN,2622-0525_2.png,390-0525_2.png,NaN,NaN,NaN,NaN,NaN,NaN,45,50,54,57,55,38.5,21,114,115,NaN,108.5,111,109,112.5,67,44,99,69,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
463,male,55,160.5,61.3,NaN,2623-0526_1.png,391-0526_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36,39.5,43.5,46,57,27,17,88,94,NaN,83,85.5,86,90,52,38,93,62,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
464,male,54,176.5,83.6,NaN,2624-0527_2.png,393-0527_4.png,NaN,NaN,NaN,NaN,3003-0527_4.png,393-0527_4.png,40,45,47,61.5,60,32.5,19,108,113.5,NaN,100,111,105,102,57,43,97,72,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
465,male,58,168.5,78,NaN,2625-0528_3.png,394-0528_3.png,NaN,NaN,NaN,NaN,NaN,543-0694_4.png,38.5,43,51,55,56,36,20,103,102,NaN,100,103,105,105,57,41,100,66,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
466,male,49,182,69.2,NaN,2626-0529_2.png,395-0529_2.png,NaN,NaN,NaN,NaN,NaN,605-0760_2.png,37.5,41,48,60,58,30,20,94.5,96,NaN,84,88,97,99,54,39,101,74,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467,male,54,174,72.3,NaN,2627-0530_3.png,396-0530_3.png,NaN,NaN,NaN,NaN,NaN,631-0786_2.png,36,40,44,48,59,29,19,95,97,NaN,89,90,96,101,52,41,104,73,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468,male,49,165.5,65,NaN,2628-0531_1.png,397-0531_1.png,NaN,NaN,NaN,NaN,NaN,654-0813_1.png,35,40,41,46,53,30,18,94,96,NaN,89,93,93,97,57,38,94,64,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
469,male,29,173.5,72.75,NaN,2629-0532_1.png,398-0532_1.png,NaN,NaN,NaN,NaN,NaN,659-0818_3.png,40,44,48.5,55,58,32,19,99,99,NaN,84.5,89,94.5,98,60.5,40,99,68,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470,male,56,177,86.8,NaN,2630-0533_2.png,399-0533_2.png,NaN,NaN,NaN,NaN,NaN,664-0825_1.png,43,46,49,60,54,35.5,18,109,112,NaN,104,105.5,109,110,62,42,100,64,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
471,male,49,166.5,57.35,NaN,2631-0534_2.png,400-0534_2.png,NaN,NaN,NaN,NaN,NaN,670-0831_4.png,41,44,46,50,54,29,20,89,91,NaN,84,86,90,94,54,34,101,60,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
472,male,56,176,74.45,NaN,2632-0535_3.png,401-0535_3.png,NaN,NaN,NaN,NaN,NaN,NaN,39,41.5,48.5,52,58,32,18,99,101,NaN,93,99,96,101,54,39,108,69,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
473,male,53,166.5,63.85,NaN,2633-0536_2.png,402-0536_2.png,NaN,NaN,NaN,NaN,NaN,NaN,37,43,49,51,51,31,20,100,101,NaN,90,90,93,94.5,55,35,98,61,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
474,female,48,162.5,75.7,rectangle,2634-0537_2.png,403-0537_2.png,NaN,NaN,NaN,NaN,NaN,NaN,36,41,43,54,55,32,17,107,105,99,99,104,110,106,59,38,94,68,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
475,female,44,161,54.75,triangle,2635-0538_3.png,404-0538_3.png,NaN,NaN,NaN,NaN,NaN,NaN,38,40,41,50,50,29,19,90,90,87,81,89,93,96,56,38,93,61,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
476,female,38,164.5,51.9,triangle,2636-0539_3.png,405-0539_3.png,NaN,NaN,NaN,NaN,NaN,NaN,31,35.5,41.5,43,57,29,15,82.5,81,75,74.5,79.5,93,95,51,37,97.5,65,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
477,female,36,163.5,50.5,rectangle,2637-0540_2.png,406-0540_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33,39,44,43,49.5,28,16,87,86,80,70,78,85.5,91,55,36,94,61,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
478,female,44,153,59.25,triangle,2638-0541_5.png,407-0541_5.png,NaN,NaN,NaN,NaN,NaN,NaN,38.5,42,44,41,52,31,19,94,94,87,85,95,100,99,55,37,87,64,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
479,male,50,171.5,66.6,NaN,2639-0543_3.png,408-0543_3.png,NaN,NaN,NaN,NaN,NaN,NaN,38,44,45,48,60,29,20,90,93,NaN,82,88,93,94,52,40,99,71,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
480,female,42,158,53.85,rectangle,2640-0544_2.png,409-0544_2.png,NaN,NaN,NaN,NaN,NaN,NaN,32,37,42,46,52,27,21,92,92,82,80,89,89,93,52,36,92,62,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
481,female,45,151,43.35,rectangle,2641-0546_2.png,410-0546_2.png,NaN,NaN,NaN,NaN,NaN,NaN,30.3,33.5,37.5,38,49.5,23.8,14,80,76,73.8,64.8,68,78,83.5,48.5,32.5,88.5,55.8,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
482,male,49,168.5,63,NaN,2642-0547_1.png,411-0547_1.png,NaN,NaN,NaN,NaN,NaN,NaN,38,42,45,54,52,31,18.5,92,91,NaN,82,82,88,95.5,59,38.5,92,63,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
483,female,45,158,52.7,triangle,2643-0548_3.png,412-0548_3.png,NaN,NaN,NaN,NaN,NaN,NaN,32,37,42,48,53,28,17,86,87,78,75,90,92,92,51,34,91,63,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
484,male,43,168,60.4,NaN,2644-0549_2.png,413-0549_2.png,NaN,NaN,NaN,NaN,NaN,NaN,36,42,47,48,55,28,17,91,92,NaN,78,81,88,94,57.5,37,97,62,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
485,female,46,160,67.75,inverted triangle,2645-0551_3.png,414-0551_3.png,NaN,NaN,NaN,NaN,NaN,NaN,37,42,47,43,54,31,16,104,103,96,96,102,102,94,52,36,95,70,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
486,female,40,155.5,56.1,triangle,2646-0552_2.png,415-0552_2.png,NaN,NaN,NaN,NaN,NaN,NaN,32.5,37,43,47,52,30,15,92,88,82,80,90,95,97,50,36,89,61,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
487,female,47,168.5,66.8,rectangle,2647-0553_1.png,416-0553_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36,38,46,46,51,32,20,97,89,88,88,98,104,99,54,38,90,69,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
488,female,48,155,75.1,rectangle,2648-0554_2.png,417-0554_2.png,NaN,NaN,NaN,NaN,NaN,NaN,34,38,45,44,50,35,20,107,102,99,99,92,107,104,57,41,88,66,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
489,male,36,168,74.8,NaN,2649-0555_2.png,418-0555_2.png,NaN,NaN,NaN,NaN,NaN,NaN,41,45,50,55,51,32,18.5,97,100,NaN,87,93,94,101,57,40,95,62,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
490,female,45,167,60.45,rectangle,2650-0556_1.png,419-0556_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,38.5,43,52,52,34,18,97,95.5,89.5,80,86,97,99.5,61,38.5,98,65,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
491,female,29,163,56.85,triangle,2651-0558_2.png,420-0558_2.png,NaN,NaN,NaN,NaN,NaN,NaN,31,39,43,42,53,29,16,88,87,85.5,77,79,93,100,59,39,99,58,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
492,male,29,171.5,56.35,NaN,2652-0559_2.png,421-0559_2.png,NaN,NaN,NaN,NaN,NaN,NaN,37,40,45,49,56,29,18,86.5,87.5,NaN,70,77,81,89,53.5,36.5,101,63,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
493,male,53,165,74.9,NaN,2653-0560_3.png,422-0560_3.png,NaN,NaN,NaN,NaN,NaN,NaN,39.5,41.2,42,61.5,61.2,31.8,18,101.2,102.5,NaN,95,98,100,96.5,58.7,39.1,92.3,68.5,62.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
494,female,47,163,73.7,rectangle,2654-0561_1.png,423-0561_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,43,47,54.5,54,31,16.5,107.5,109.5,99,98.5,102,113,104,60,38,93,66,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
495,female,49,155,57.3,rectangle,2655-0562_2.png,424-0562_2.png,NaN,NaN,NaN,NaN,NaN,NaN,34,38,42,48,50,30,17,97,90,90,84,86,97,99,60,36.5,94,57.5,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
496,female,33,168,77.6,rectangle,2656-0563_4.png,425-0563_4.png,NaN,NaN,NaN,NaN,NaN,NaN,42,45,47,54,55,35,17,106,105.5,98.5,96,100,104,106.5,60,39,96,68,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
497,male,42,172,75.3,NaN,2657-0564_2.png,426-0564_2.png,NaN,NaN,NaN,NaN,NaN,NaN,39,43,49.5,52,53,33,20,98,100,NaN,90,94,96,100,57,41,97,64,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
498,female,40,154,50.6,triangle,2658-0565_2.png,427-0565_2.png,NaN,NaN,NaN,NaN,NaN,NaN,30.5,35,40,45.5,51.4,29,13.8,87.5,85.5,77.5,73,82,93,95,49,33.8,88.2,61.2,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
499,female,41,159.5,65.5,triangle,2659-0566_2.png,428-0566_2.png,NaN,NaN,NaN,NaN,NaN,NaN,36.5,38,44,51.5,50,32,16.5,96,93,91,85.5,86,90.5,104,61,39,94,63,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
500,female,39,157,61.05,triangle,2660-0567_2.png,429-0567_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33,41,42,46,54,29,15,89,89,84,82,94,100,102,54,38,93,61,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
501,female,28,163.5,59.4,rectangle,2661-0568_1.png,430-0568_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36,39,43,47,48,32,19,98,92,83,75,82,90,94,54,38,95,61,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
502,female,28,160.5,65.15,rectangle,2662-0569_3.png,431-0569_3.png,NaN,NaN,NaN,NaN,NaN,NaN,35,43,43,54.5,52,33,18,101,97,97,87,89,95,99,59,39,94,64,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
503,female,35,163.5,54.7,inverted triangle,2663-0570_1.png,432-0570_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,38,44.5,49,50,30,18,96,93,88,76,82,88,91,56,36,94,61,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
504,female,45,168.5,58.35,inverted triangle,2664-0571_2.png,433-0571_2.png,NaN,NaN,NaN,NaN,NaN,NaN,31,37,46,50,58,33,16,100,99,95,81,85,92,91,50,35,100,69,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
505,female,45,165,63.65,triangle,2665-0572_1.png,434-0572_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36,41,45,48,50,43,18,95.5,94,92,83,87.5,93,103,63,37.5,98,63,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
506,female,38,162,56,triangle,2666-0573_2.png,435-0573_2.png,NaN,NaN,NaN,NaN,NaN,NaN,31,38,44,43,48,32,16,87,87,81,75,81,90,97,56,33.5,100,61,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
507,female,36,159,47.1,rectangle,2667-0574_1.png,436-0574_1.png,NaN,NaN,NaN,NaN,NaN,NaN,29,34,40,44,56,28,17,88,86,79,75,86,89,90,42,32,95,68,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
508,female,51,153.5,62.25,rectangle,2668-0575_2.png,437-0575_2.png,NaN,NaN,NaN,NaN,NaN,NaN,38,40,46,49,48,30,17.5,98,97,92.5,89,91,99,101,60,37,90,60,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
509,male,48,172,65.6,NaN,2669-0576_2.png,438-0576_2.png,NaN,NaN,NaN,NaN,NaN,NaN,34.5,38,46,46.5,58,31,17,91.5,93.5,NaN,84,91,97.5,101,49,35.8,100,68,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
510,female,48,159,55.7,rectangle,2670-0577_2.png,439-0577_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33,37,41,46,52,31,16.5,91,90,76,75,86,95,93,51,36,97,65,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
511,female,45,162,56.75,triangle,2671-0580_1.png,442-0580_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,40,41.5,44.8,52,29.5,16,93,89.5,82,76.5,89,99.8,99,58,39.5,93,63,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
512,female,45,154,49.1,hourglass,2672-0581_2.png,443-0581_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33,36,40,38,53,25,18,80,81,77,69,82,89,92,49,35,85,59,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
513,female,42,157.5,62.8,rectangle,2673-0582_1.png,444-0582_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33.5,36.5,42.5,44.8,53.6,30,16,94,92.5,82,82,86,93,98,56.5,38.5,88.5,60,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
514,female,38,156,53.7,triangle,2674-0583_3.png,445-0583_3.png,NaN,NaN,NaN,NaN,NaN,NaN,31,34,40.5,38.5,50.5,25.5,16,87.5,83.5,77,73,74.8,82.5,93,54,37,93.8,62,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
515,female,38,152.5,48.15,rectangle,2675-0587_1.png,448-0587_1.png,NaN,NaN,NaN,NaN,NaN,NaN,30,34.5,41,42,50,24.8,14.5,88,87.5,76,71.3,80,90,89,51.5,33.5,88.5,63,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
516,female,39,159.5,60.35,rectangle,2676-0589_2.png,450-0589_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33,37,41,45,52,28.5,16.5,96,93,85,83,86.5,87.5,96.5,57,36.5,91.5,67,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
517,female,41,163,52.5,triangle,2677-0590_1.png,451-0590_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,36.5,42,40,53,26,15,85,86,78,73,81,89,90,49,34,92,69,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
